Index,Height.Inches,Weight.Pounds
22860,67.94096,116.288
22808,69.70422,116.2886
17988,66.08932,116.2913
11891,64.69625,116.2922
3117,66.04755,116.2935
7967,69.67618,116.2938
12065,65.36659,116.2944
1259,65.49243,116.2944
15651,66.01214,116.2959
9419,65.42432,116.2966
23012,65.94361,116.2995
9245,65.2308,116.3007
24037,69.02744,116.3008
19130,67.03686,116.3024
15237,64.68249,116.3063
17126,69.58501,116.3081
16042,67.11017,116.3094
16070,67.63227,116.31
3496,67.07269,116.3106
24157,69.67131,116.3116
5056,63.84676,116.313
18299,67.06065,116.3153
10608,67.35421,116.3161
3865,66.71052,116.3208
5920,68.19135,116.3223
8252,68.7307,116.3236
387,68.87697,116.3375
10419,65.9935,116.3407
11246,66.5578,116.3412
24921,67.98947,116.3439
15553,67.01312,116.3448
7251,67.12544,116.3449
9057,72.03353,116.3468
1962,69.24385,116.3492
24814,66.36458,116.3494
13742,65.20052,116.3499
5580,67.87768,116.3499
21027,66.92738,116.3508
24494,67.83128,116.3515
18229,65.79502,116.3517
5193,66.21022,116.362
1528,67.03723,116.363
4043,67.96111,116.363
10258,70.14848,116.3663
7899,66.36069,116.3676
8611,68.49528,116.3683
17188,68.66966,116.3694
11306,63.20626,116.3739
17472,70.39954,116.3744
23324,64.69309,116.3749
13081,67.26935,116.3762
24901,65.2558,116.3788
13573,64.0014,116.3801
11330,67.36371,116.3804
5021,68.51902,116.3811
23322,67.85813,116.385
3926,65.9028,116.3873
6259,63.79264,116.3877
13593,66.90988,116.3878
991,66.51569,116.3925
10081,67.32652,116.3942
7186,64.69195,116.3957
23997,66.74375,116.3968
22827,64.74223,116.3991
17549,64.78017,116.4003
1601,68.5127,116.4033
24106,67.73769,116.4037
20149,67.54357,116.4046
14897,65.21203,116.4051
16465,66.28735,116.4058
3679,68.60035,116.408
13799,68.27113,116.4098
6663,65.2038,116.4099
19079,69.97557,116.4106
11591,66.86841,116.4109
419,71.04224,116.4113
4285,66.31407,116.4127
21475,64.94119,116.4141
9232,68.28658,116.4148
24505,68.12511,116.4182
4860,63.33461,116.4184
20199,67.05164,116.4216
9132,68.42171,116.4237
13905,67.57584,116.4266
8095,66.33295,116.4343
21660,68.80277,116.4346
4369,68.17646,116.4352
10281,68.11999,116.4353
18273,66.66531,116.4358
4052,67.04148,116.4363
17947,66.02751,116.4385
19132,67.87561,116.4401
10748,68.62838,116.4417
12909,67.0104,116.4421
8637,66.70638,116.4489
6317,66.45431,116.4503
12656,64.82189,116.4536
579,65.84635,116.4563
23544,66.94092,116.4586
146,68.26209,116.4588
5864,67.44679,116.4591
6001,64.86316,116.4621
3333,67.17283,116.4658
3289,67.6419,116.4677
20766,66.63549,116.47
16539,68.02381,116.4733
16720,65.51454,116.4836
9746,68.3902,116.4848
19605,68.05575,116.4879
3152,65.20697,116.4881
15015,65.68344,116.4899
2535,67.4785,116.4973
5427,68.46426,116.498
16609,66.28026,116.499
11032,66.55122,116.5006
1865,68.22858,116.5013
16911,66.77894,116.5019
3121,67.10251,116.5027
9483,66.36966,116.5041
1683,66.10408,116.5048
19998,66.69201,116.5055
16531,63.80198,116.5058
16190,66.65345,116.5059
4037,67.89972,116.5061
3635,69.43833,116.5077
6806,68.25885,116.5077
15129,67.85001,116.5084
460,66.06214,116.509
23840,65.24029,116.5097
13729,66.13636,116.5107
16290,64.34993,116.5172
2014,65.29862,116.5172
23508,68.66789,116.5181
17827,67.54096,116.5187
24446,71.79083,116.5191
1143,65.81803,116.5192
10940,66.05281,116.5253
14499,64.2657,116.527
19481,68.64534,116.5296
10663,68.81761,116.5307
840,69.1469,116.5322
16069,67.69214,116.534
3018,70.65237,116.5383
624,66.98337,116.5401
20722,69.46013,116.5407
12177,68.11324,116.5409
24745,64.37881,116.5423
8722,67.04484,116.5428
24561,69.90591,116.5433
21147,67.28263,116.5436
4899,70.52384,116.5449
24566,70.0799,116.5472
3477,65.48001,116.5552
22914,68.89188,116.5565
2964,68.12331,116.5582
21019,66.66855,116.5589
24828,64.69758,116.5596
6805,65.90206,116.5597
8075,63.65093,116.5654
5748,68.93518,116.5689
20237,67.5644,116.5703
21716,68.17586,116.5777
18634,64.06977,116.5794
16412,65.4318,116.5828
14338,67.16286,116.5837
15603,66.97944,116.5849
12095,70.35631,116.5879
944,66.08003,116.5903
1749,66.8815,116.5904
16892,63.41812,116.5908
18826,67.635,116.5934
11679,66.53787,116.5946
15263,67.04695,116.5957
21999,67.70322,116.5958
5113,64.22799,116.596
7631,64.14991,116.5963
23447,65.56181,116.5971
3792,65.86011,116.5987
14545,64.55164,116.6069
16217,67.86034,116.6122
8431,67.83403,116.6157
11222,70.05784,116.6165
22938,65.75904,116.6186
20975,67.86012,116.6222
14916,68.18689,116.6239
14930,68.08406,116.6268
137,65.91721,116.6273
2470,68.68559,116.6275
17090,65.89909,116.6285
14277,65.53063,116.6307
22095,68.88195,116.6333
15211,69.17074,116.6371
17369,65.84519,116.6415
11133,64.81822,116.6434
8402,67.78067,116.6516
23197,68.62122,116.6541
2508,66.43905,116.66
20090,68.28249,116.6627
23732,65.73932,116.6705
24007,68.33571,116.6739
22951,66.1441,116.6754
15634,63.01405,116.679
14858,67.50342,116.6803
6685,67.67131,116.6818
10606,65.60065,116.6834
24577,67.87733,116.6834
12260,68.39107,116.6836
17915,67.03676,116.6844
15569,68.83269,116.6869
11695,69.64804,116.6893
23245,66.57019,116.6893
5109,70.44462,116.6906
6185,68.79938,116.6928
20324,63.31969,116.6964
24138,64.26485,116.6974
21293,65.73194,116.6978
3949,67.94876,116.698
11675,67.93166,116.703
21105,67.63533,116.7036
4284,67.39926,116.7036
6725,66.43504,116.7063
2362,66.83975,116.7159
24424,67.89829,116.7193
4794,69.02762,116.7207
22177,70.79219,116.7218
21943,67.47039,116.7224
4272,64.69559,116.7241
6347,67.47736,116.7243
1230,68.92023,116.7259
17208,68.74855,116.7264
8277,71.52782,116.7279
1577,65.46717,116.7297
4031,63.03853,116.7342
3999,67.30483,116.7343
2107,65.41398,116.7348
13936,67.32677,116.7349
22633,67.70906,116.7369
2266,65.0471,116.7381
4175,66.34826,116.7421
24136,64.35694,116.7422
271,63.79021,116.7431
21558,67.48908,116.7462
2157,66.1654,116.7474
16051,68.74193,116.7499
17829,66.69164,116.7514
260,66.56991,116.7527
15693,70.58186,116.7541
21838,66.5111,116.7547
14231,66.84465,116.7548
12843,67.98989,116.7557
23680,67.02709,116.7578
932,69.35367,116.7606
17496,66.26448,116.7611
8083,69.303,116.7611
3233,67.47372,116.7746
11809,66.25672,116.7766
14584,68.46766,116.7778
5522,69.04149,116.7796
8496,65.62974,116.7798
11873,68.29789,116.7817
24232,67.35962,116.7826
1069,66.10245,116.7836
16714,68.27843,116.785
12429,68.51555,116.7877
3853,66.94024,116.7898
13028,70.09532,116.7931
15541,66.18595,116.7954
1589,66.80442,116.7992
2589,68.89234,116.8002
3672,67.34701,116.8005
3277,68.66471,116.8008
7667,66.72783,116.8011
9106,66.65036,116.8012
12533,65.21573,116.8032
6471,68.57992,116.8032
24088,67.97518,116.8066
2965,67.47898,116.8066
5545,67.01528,116.8078
9548,66.52275,116.8098
1686,71.42475,116.8105
22338,68.34963,116.8118
1753,67.3297,116.8138
7941,65.56306,116.8189
48,67.69868,116.819
19761,64.36476,116.8191
11642,66.0047,116.8211
5314,67.0059,116.8217
3725,69.2108,116.8245
13106,66.63655,116.8298
15014,66.85983,116.8298
8741,66.73086,116.8306
14785,66.21079,116.8308
17506,65.09487,116.8324
20273,65.92905,116.835
13092,69.493,116.8366
1700,63.24012,116.8399
8046,69.80295,116.8405
24843,66.08314,116.8418
1597,67.03953,116.8423
23003,68.47197,116.8453
922,67.27958,116.8458
17142,67.04599,116.846
5823,68.24046,116.8464
20175,68.17128,116.8477
18478,68.69063,116.851
10887,67.05403,116.8532
24305,66.06962,116.8535
2041,66.36326,116.8585
14385,70.1229,116.8609
20160,63.90073,116.8635
7068,68.04672,116.8675
3556,67.24653,116.868
7071,66.53254,116.871
8777,66.71211,116.8734
11031,69.53635,116.8769
4744,64.72317,116.8801
3624,66.35068,116.8814
22218,69.02992,116.8819
688,66.21905,116.8855
2845,67.96737,116.8868
8195,65.20132,116.8893
19909,68.68962,116.8921
22750,65.724,116.8975
4450,68.83182,116.898
4881,65.50331,116.8988
8808,66.79296,116.9012
12935,66.56538,116.9042
24368,68.36341,116.9069
18687,67.07489,116.9079
23887,67.36621,116.9097
21149,67.12164,116.9111
15649,66.97126,116.9116
3700,67.8244,116.9133
5352,67.63273,116.9137
13132,63.53168,116.9152
15762,67.10118,116.9214
21404,68.31099,116.924
3527,68.76733,116.9251
22276,65.91704,116.9297
3674,64.68881,116.9304
5430,66.61423,116.9318
12291,68.20539,116.9375
5783,67.86163,116.9394
18724,66.65045,116.9397
6614,68.37687,116.9408
12299,67.12478,116.941
18795,71.05634,116.9411
22112,64.79759,116.9411
21774,65.89796,116.9465
13217,63.38823,116.9479
2468,67.37111,116.9522
10863,66.46524,116.9524
8660,66.84936,116.9535
11830,67.13345,116.9574
12281,67.59091,116.9586
19719,66.77448,116.9586
15604,66.94715,116.96
19149,65.78923,116.9633
19902,64.99081,116.9649
19679,68.59888,116.9653
3499,66.61757,116.9673
18422,68.13314,116.9677
19503,67.64179,116.9737
10032,67.54453,116.9754
9779,66.5789,116.9757
13196,67.94063,116.9758
9862,68.02518,116.9769
18969,65.35887,116.9776
14340,66.28334,116.9799
2235,65.69758,116.9811
13716,67.77191,116.9825
23921,69.25524,116.9842
7044,68.374,116.9901
10498,65.24649,116.9904
7121,67.13933,116.9931
17608,70.11839,116.9938
19383,67.25519,116.9952
219,69.04155,116.9965
6097,65.66194,116.9965
7081,66.76921,116.9988
12632,68.66401,116.9992
406,64.90942,116.9994
6189,66.53015,117.0002
2914,66.65804,117.0019
10121,67.54436,117.0024
8780,65.76518,117.0031
4246,63.89592,117.0034
11587,68.5428,117.004
14302,65.98334,117.0051
20745,66.84285,117.0056
20548,68.3562,117.0085
3502,68.93099,117.0109
3982,67.91794,117.0118
22492,63.77542,117.014
245,65.23126,117.0167
5331,67.77776,117.0167
18495,66.92782,117.0246
6298,69.08567,117.0247
3997,66.51285,117.0249
11199,67.40732,117.0252
13056,69.09927,117.0254
7094,65.35631,117.0282
10866,69.02602,117.0323
17745,66.76317,117.0371
3584,65.46653,117.0386
9154,67.10227,117.0417
3468,65.766,117.0445
10353,65.11686,117.0472
2951,66.74117,117.0476
2723,67.25447,117.0512
10046,65.95458,117.0548
10305,70.06893,117.0553
7700,68.69749,117.0558
3439,67.92182,117.0603
16174,67.35986,117.0648
16182,68.07284,117.0658
22053,69.7819,117.0658
23927,66.06475,117.0679
6562,67.9522,117.0683
952,67.65293,117.0685
5921,66.85165,117.069
21052,67.26462,117.0708
11093,68.0052,117.0722
6797,69.42874,117.0746
3360,66.3726,117.0774
16365,65.78246,117.0782
9681,68.06388,117.0789
15385,68.32284,117.0799
6208,66.58931,117.0805
22564,67.51452,117.0815
7572,68.99119,117.0843
20165,64.83967,117.0881
19996,65.27908,117.0884
21990,69.39009,117.0886
6536,67.25724,117.0895
12191,67.89328,117.09
5065,66.77943,117.0903
6277,68.79753,117.0905
11667,64.62759,117.0906
8723,66.03639,117.0908
14638,68.19915,117.0917
11578,67.23421,117.092
21160,68.63523,117.0937
10955,69.204,117.0954
4288,67.1325,117.0996
20217,66.22803,117.0998
11946,64.91798,117.1005
20960,67.26289,117.1026
16833,69.70189,117.1029
8813,67.74778,117.103
16875,67.1693,117.1032
15290,64.38131,117.1049
20504,66.68274,117.1056
14136,65.53571,117.106
17910,68.62844,117.1061
12642,65.34843,117.1063
7873,67.2735,117.1077
15770,67.22426,117.1126
8759,65.48129,117.1136
2724,65.59876,117.1139
22930,64.1655,117.12
18783,69.19909,117.1203
10859,66.1459,117.1214
17983,64.94449,117.1219
4105,65.93291,117.1245
1914,68.23072,117.1258
23529,67.3593,117.1267
14084,67.89703,117.1268
8806,66.77997,117.1269
4498,71.09565,117.1362
7125,64.81425,117.1367
20590,66.39262,117.1371
24274,66.3832,117.1383
19405,68.78039,117.1408
15343,66.47848,117.1419
5747,67.36662,117.1467
22650,69.39789,117.1566
21387,67.93911,117.1572
735,66.15237,117.159
24957,68.02864,117.1596
10696,67.76232,117.16
21460,66.84378,117.16
13825,66.95904,117.1612
17935,67.23027,117.1627
17448,70.65043,117.1631
15096,64.8252,117.1635
7759,67.22067,117.1647
402,65.91096,117.1655
21087,67.56741,117.1659
19922,69.6911,117.1674
9880,68.84082,117.168
16782,67.7887,117.1692
9465,65.57641,117.1727
18653,67.24642,117.1742
17151,69.28642,117.1763
20639,66.50645,117.1767
16799,66.18835,117.1775
2174,66.31555,117.1775
19595,68.9855,117.1791
15572,67.21663,117.1835
10351,65.36188,117.1863
16518,68.0043,117.1869
3503,65.39211,117.1889
17093,67.91307,117.1901
13556,65.08001,117.1925
1136,68.01929,117.1931
21067,66.40708,117.1961
10262,65.96101,117.1969
13685,68.88209,117.1974
18221,71.76925,117.198
7413,63.75162,117.198
20595,67.40649,117.2019
3228,67.27468,117.2019
915,65.03312,117.2029
4078,65.497,117.2034
19319,67.45323,117.2084
16878,67.83312,117.2119
22544,65.71084,117.2162
8456,67.17754,117.2168
11808,67.47262,117.2175
18929,67.56282,117.22
258,66.84323,117.2238
7814,68.85931,117.224
23256,68.5057,117.2246
13906,67.27226,117.229
14341,68.24699,117.2319
16134,67.06685,117.2326
1029,65.39643,117.2334
24754,68.65665,117.2339
1992,66.98618,117.2347
18537,68.02698,117.2349
11977,67.08781,117.2354
6207,70.20145,117.236
14898,67.31722,117.2372
22321,65.49434,117.2374
1634,65.2832,117.239
8385,66.30368,117.2405
9770,66.57454,117.2413
12153,66.81797,117.2431
15392,70.37215,117.2445
7460,68.45988,117.2453
9650,67.66646,117.2472
11923,65.05914,117.2483
17798,64.43709,117.2493
16602,67.37511,117.2506
12459,67.92791,117.2508
1671,66.22333,117.2512
10177,69.36031,117.2519
13597,66.98014,117.2521
24132,66.76818,117.2523
18301,62.72779,117.2561
13363,66.25554,117.2567
23628,65.79407,117.257
15652,65.90324,117.2595
3465,66.22804,117.26
15691,68.92615,117.2627
18822,67.25897,117.2646
3164,64.34648,117.265
2234,67.17574,117.2661
14624,66.51348,117.2734
23049,67.75081,117.2739
15984,66.47578,117.2748
13435,70.46769,117.2765
15482,67.49189,117.2768
11391,66.25226,117.278
4252,69.05041,117.2786
8243,69.14845,117.2798
7325,68.5423,117.28
14461,65.77941,117.2822
18529,69.22832,117.2825
14058,68.96635,117.2842
7390,63.61758,117.2843
12521,67.098,117.2866
16797,65.37327,117.2876
1724,68.70476,117.2914
11137,68.57292,117.2929
14185,65.77447,117.2936
9826,69.17434,117.2939
17444,70.61363,117.2962
24472,68.25905,117.2967
7881,65.82948,117.297
1565,65.60915,117.3002
21811,68.96781,117.3037
15997,68.39398,117.3044
8793,68.0763,117.3088
7195,68.04911,117.309
6387,63.58671,117.3091
3203,66.01267,117.3092
1627,67.18313,117.3099
14138,69.41864,117.3108
23199,65.69791,117.3124
23471,66.86712,117.3156
1917,70.1554,117.3159
15969,66.30129,117.319
15513,66.14641,117.3194
24171,67.535,117.3195
17539,63.02668,117.3216
23044,68.18139,117.3218
20695,69.81143,117.3253
22406,65.82405,117.3282
5868,66.78862,117.3315
22101,67.55783,117.3321
4630,66.68738,117.3343
3952,68.87917,117.3348
19234,69.37941,117.3375
20507,67.71554,117.3417
8822,68.59547,117.342
5910,65.85276,117.3475
17552,66.10888,117.348
5433,69.45353,117.3488
10802,68.65077,117.349
5080,64.15129,117.3512
22203,66.51344,117.3527
2824,66.19603,117.3529
2890,65.46098,117.3543
10773,67.56696,117.3571
20994,64.45511,117.3622
4660,69.35023,117.3644
13708,64.57218,117.3649
20119,68.20903,117.3667
16639,65.03493,117.367
21635,66.4024,117.3694
24881,64.66626,117.3698
1854,67.50856,117.374
12351,68.33465,117.3751
16885,69.2622,117.3759
13961,68.32595,117.3794
9575,68.50077,117.3796
16177,63.85395,117.3799
15654,65.01385,117.3807
18945,65.67986,117.3818
19317,69.32902,117.3836
8537,68.14806,117.3852
18154,65.79111,117.3869
9721,68.61586,117.3901
18058,69.5558,117.3931
5645,68.99828,117.3948
10270,67.89934,117.397
16157,65.96714,117.3999
12896,66.39812,117.4012
6080,67.98084,117.4022
1492,67.04924,117.4026
11794,67.72492,117.4035
3081,64.46226,117.407
4370,65.36868,117.4086
18742,71.57853,117.4121
16037,64.85413,117.4122
3185,67.23868,117.4154
2142,65.08404,117.4157
14018,65.57211,117.4159
16808,69.5896,117.4173
23010,65.41871,117.4206
21218,68.10429,117.4216
12014,65.84222,117.4226
8292,66.36239,117.4231
16949,63.68444,117.4249
6907,68.2033,117.4256
16011,67.98509,117.4293
23813,67.84407,117.4335
7487,65.08244,117.4341
20912,66.74216,117.4347
2619,68.54873,117.4352
20685,69.43772,117.4397
7895,70.12592,117.4415
5981,67.36778,117.442
10485,67.77688,117.444
20605,67.08114,117.4463
16945,66.9502,117.4488
19032,69.20229,117.4489
15503,69.45026,117.4511
2165,67.31046,117.4512
518,67.52012,117.4521
21426,68.91851,117.4566
21980,66.92047,117.4567
15817,67.58057,117.4571
2102,66.38807,117.4577
3134,68.37812,117.4608
20570,65.02396,117.4626
5053,63.88211,117.4632
1457,65.74155,117.4639
6055,68.83481,117.464
18740,67.05546,117.4663
6006,67.45924,117.4689
2684,67.43375,117.4727
9387,63.64325,117.4774
15552,66.45951,117.4793
24585,64.52777,117.4798
13368,67.70352,117.4804
24582,66.47189,117.481
620,68.2034,117.484
21257,66.69452,117.4852
21248,66.34597,117.4876
17137,66.60467,117.4884
17007,69.11678,117.4892
537,67.62036,117.493
21200,66.91695,117.4932
3890,64.48357,117.4963
19720,67.07195,117.4971
7642,67.84973,117.4982
3067,65.42771,117.499
5934,67.85973,117.4995
19379,66.89452,117.4998
5634,69.84154,117.5002
23865,68.37534,117.5037
12738,65.54023,117.5058
18609,66.83193,117.5062
4589,68.42341,117.5081
7397,66.16304,117.5089
14335,68.44557,117.5098
14071,68.49425,117.5148
866,67.61775,117.5157
2522,67.91969,117.5158
11312,68.11599,117.5179
22645,64.4832,117.5189
207,68.39028,117.519
12737,68.07031,117.5196
7296,67.94018,117.5218
19388,68.85178,117.5224
3566,65.79089,117.5234
4746,69.71436,117.5245
19617,66.99193,117.526
15754,63.98477,117.5309
18044,65.41192,117.5336
24233,67.93121,117.5358
19402,66.82918,117.5375
23476,71.55171,117.5422
8203,63.48187,117.5449
18866,69.32483,117.5478
20501,67.58383,117.5512
8372,66.70349,117.5526
13464,66.35698,117.5543
15396,67.68101,117.5547
6289,66.24529,117.5554
8778,69.29174,117.5564
3702,65.5611,117.5665
19560,68.58259,117.5669
12507,66.28225,117.5711
8735,68.04005,117.5716
4696,69.66713,117.5732
22978,69.12711,117.5758
22018,65.8825,117.5802
7606,65.62971,117.5826
4825,67.1831,117.5862
20259,68.01948,117.5951
5867,63.64185,117.6007
4454,65.38645,117.6032
5813,67.8244,117.6057
6968,67.71305,117.6067
16356,66.21723,117.6091
18347,64.87969,117.6116
12978,69.71816,117.6143
5657,67.64412,117.6164
7521,69.5829,117.6169
1024,67.32353,117.6173
6125,68.40181,117.6173
24075,65.85647,117.6178
5578,70.00808,117.6198
16776,66.11831,117.6246
14932,70.67706,117.6249
18426,69.01491,117.6252
19768,66.10873,117.6254
485,64.82535,117.6261
9432,63.03704,117.6276
12730,69.09439,117.6279
21743,70.14077,117.6351
23103,68.25933,117.6366
7783,68.50408,117.6372
11723,64.28602,117.6389
22981,65.60765,117.6409
22280,68.09522,117.641
14196,63.50433,117.6413
12584,66.45071,117.6418
8972,67.54151,117.6445
22551,64.50765,117.6468
3108,67.28007,117.6487
16807,67.69719,117.6493
18553,66.90249,117.65
18681,69.11893,117.6573
19313,68.47651,117.658
6497,68.65328,117.6621
10496,66.94273,117.6676
1622,70.40975,117.6691
5623,67.72864,117.6713
2127,68.89076,117.6717
5984,68.84393,117.6781
3451,67.59465,117.6786
6396,67.59062,117.6786
13404,68.23248,117.6804
12706,64.22389,117.6816
24866,67.51836,117.6823
11005,67.16725,117.6846
7059,64.38799,117.6848
4878,63.3557,117.6886
13692,65.28602,117.6903
9348,65.75113,117.6909
8159,65.19641,117.6912
16857,68.80011,117.6921
1483,64.39593,117.6936
6995,68.38527,117.6941
21084,67.31225,117.6954
11555,66.60132,117.6958
16409,68.32743,117.697
2551,66.41112,117.7
2364,66.0167,117.703
21700,64.64202,117.7037
7089,64.52265,117.7043
1664,70.99035,117.7071
9808,68.45131,117.7085
4927,66.07726,117.709
2067,69.81336,117.7117
13478,68.22237,117.7128
15615,67.42411,117.7129
8562,70.13052,117.7137
13239,64.98984,117.714
21930,68.25743,117.7142
7891,67.20346,117.715
8837,65.7402,117.7157
21461,67.60705,117.721
13869,67.13347,117.7219
17366,69.75762,117.7232
20853,65.26585,117.7246
13470,66.21749,117.7252
15250,66.67762,117.7297
24720,65.84023,117.7307
3888,66.1717,117.7314
1062,66.70052,117.7319
8367,66.93146,117.7358
14689,66.09981,117.7368
5734,64.95871,117.7368
16777,67.41631,117.7373
13065,67.19734,117.7393
16872,65.31203,117.7404
1718,68.42446,117.7405
13821,68.34026,117.7427
1559,64.97376,117.7437
2815,68.86691,117.7445
16132,69.1283,117.7473
3569,65.61141,117.7477
22033,66.59597,117.7506
3070,67.29207,117.7533
6310,65.60536,117.7563
764,70.78557,117.7566
3568,68.29458,117.7587
17237,68.52656,117.759
8499,66.49246,117.7597
17419,69.18085,117.7637
7831,66.22857,117.7639
1031,65.36888,117.7674
11383,66.46549,117.7681
16998,67.59109,117.7681
6867,68.03944,117.7686
24552,69.12967,117.7697
5180,70.51058,117.7705
17766,64.58079,117.7762
1367,66.46892,117.7781
2163,63.92073,117.7804
3114,67.63863,117.784
16466,68.99924,117.7849
4666,67.86356,117.7852
20179,68.39965,117.7892
23143,66.99344,117.7892
12601,67.25106,117.7898
23292,67.45601,117.7914
7110,67.87654,117.7937
9702,66.56227,117.7942
13293,62.48941,117.7949
10047,71.14826,117.7951
12948,65.60368,117.7954
13845,68.39531,117.7972
24318,68.93279,117.798
12886,66.50759,117.7984
23174,65.22883,117.7991
1822,65.82617,117.8009
22114,68.28544,117.8027
8362,68.15413,117.8028
14076,66.96461,117.8036
15776,67.89833,117.8036
24600,67.95604,117.8046
14104,66.68648,117.8087
23124,68.75589,117.8107
12138,68.10686,117.8123
21151,67.49634,117.8126
13057,68.66631,117.8159
15193,66.17798,117.8164
23951,67.28415,117.8188
7954,67.24673,117.8198
605,66.1151,117.8222
22804,68.21036,117.8225
16704,66.09817,117.8259
11404,69.54116,117.8275
6391,66.05981,117.8305
7619,66.04052,117.8311
2098,66.65796,117.8331
9005,65.04024,117.8342
14904,69.42103,117.8366
10631,65.93861,117.8413
9906,67.68927,117.8434
16183,64.26234,117.8436
1792,65.27378,117.8442
24163,66.72282,117.8449
22742,68.48205,117.8466
14602,66.84525,117.8475
5231,67.19533,117.8517
2306,65.63764,117.8529
4638,64.9133,117.8536
20405,67.97724,117.8599
3469,69.19585,117.8609
19213,65.14711,117.866
14102,68.82547,117.8694
16209,69.87971,117.8718
6620,67.3265,117.8718
835,65.73581,117.8771
12666,67.99399,117.8776
18840,65.14074,117.8809
17103,66.81635,117.8826
10493,70.14231,117.884
13225,68.85466,117.8856
19229,68.03653,117.8885
11624,66.83958,117.8889
10602,67.87115,117.8922
7016,68.11816,117.8952
20950,67.29407,117.8979
6303,67.7959,117.9009
2863,68.26193,117.904
17926,67.17129,117.9041
18003,66.48568,117.9041
1229,67.99135,117.9061
3846,64.56198,117.9061
12593,68.84244,117.9071
22680,66.71124,117.9071
12269,66.27293,117.9091
5929,67.86194,117.9091
12556,66.85993,117.9136
12123,69.13179,117.918
8257,67.29369,117.9183
1871,65.82766,117.92
23656,67.75649,117.9294
8674,67.56665,117.9312
14879,69.48896,117.94
2580,67.62203,117.9474
15170,66.55796,117.9522
18047,69.57387,117.9533
8524,68.16407,117.9536
20413,66.44247,117.9539
22496,69.56071,117.9541
18520,64.70211,117.9549
24835,67.31941,117.9554
6531,70.99707,117.9595
228,66.11569,117.9607
14912,67.93777,117.9616
671,70.06075,117.9618
230,68.9976,117.9619
3094,71.59334,117.9625
20564,68.30287,117.9635
9120,64.68698,117.9638
9747,65.57747,117.9638
1241,66.88679,117.9651
22947,67.7671,117.9652
6916,68.14281,117.9655
1809,69.39665,117.966
18086,67.1752,117.9673
7162,66.82633,117.9674
21113,67.69017,117.9684
13366,69.4015,117.9695
13983,69.33376,117.9713
21852,67.66502,117.9736
18450,69.26426,117.98
4256,66.93905,117.9845
8672,65.14713,117.9849
3149,65.18388,117.985
11716,65.99526,117.9879
20295,68.40828,117.9883
3332,70.0236,117.9912
18591,67.53056,117.9915
8577,66.67002,117.9921
20345,67.46141,117.9935
12430,64.25854,117.9964
9985,64.75712,117.9964
22483,64.16839,117.9972
2769,66.55309,117.9982
13686,66.09881,117.9989
12227,66.91785,118.0017
7100,67.96643,118.005
23082,68.89861,118.0075
9100,69.39772,118.0079
10333,64.30282,118.0081
7070,68.99092,118.0107
17324,70.18223,118.0108
5542,65.7765,118.0115
8176,68.89205,118.0131
11621,68.55132,118.0137
8482,67.59479,118.0146
3389,67.83046,118.0148
13944,66.564,118.0219
22331,64.89881,118.0226
2993,67.05246,118.0263
3772,68.34907,118.027
23048,67.67278,118.0272
3154,66.74365,118.0293
24996,69.50215,118.0312
5455,69.85577,118.0316
7576,68.12954,118.034
23637,65.43572,118.0352
19913,68.89306,118.0353
9897,71.59803,118.0366
11596,71.22681,118.0369
13041,66.25434,118.0379
9415,65.9252,118.0381
12967,68.77873,118.0382
19649,67.37382,118.0422
2197,67.36943,118.0443
17677,67.80735,118.0474
15398,65.84858,118.0476
1401,66.72267,118.0513
12812,67.37786,118.0533
21770,65.70125,118.0533
10583,68.9392,118.0553
440,66.55913,118.0569
17661,68.33065,118.0593
23922,68.61717,118.0604
3973,68.70195,118.0629
5375,69.80503,118.0632
13312,64.39478,118.0702
6680,68.26375,118.0737
7222,67.03655,118.0754
23567,66.27192,118.0759
6835,67.55177,118.077
20163,68.9421,118.0776
4533,69.67469,118.0784
15628,67.02923,118.0796
22649,69.72195,118.0798
11436,65.53207,118.0806
1735,67.0344,118.0845
10544,65.89082,118.0925
22188,66.30592,118.0936
22134,65.65352,118.0966
20559,66.87485,118.1003
1459,68.37038,118.1031
11141,65.30731,118.1043
17196,66.54976,118.1047
16660,66.54732,118.107
7798,66.58126,118.1128
10727,66.94553,118.117
4819,65.79474,118.1206
1381,66.90907,118.1243
24531,67.18841,118.1254
13866,65.74844,118.1262
23450,66.63747,118.1281
23274,63.90174,118.1282
16551,68.13839,118.1307
4833,67.55372,118.1307
2267,67.08449,118.1314
9373,67.99798,118.1315
18209,65.13228,118.1327
21265,68.59608,118.1328
22886,68.09845,118.1344
21970,63.99289,118.1347
13030,66.63488,118.1354
24011,67.6653,118.1356
24518,67.66663,118.1357
14279,66.22806,118.1414
5974,66.21604,118.1429
8014,65.4187,118.1433
10761,66.63013,118.1453
17297,65.61432,118.1457
8253,63.45132,118.147
7043,67.50325,118.1483
13740,67.73715,118.1487
24507,68.13285,118.1504
19303,66.13711,118.1549
15142,69.96429,118.1581
1283,69.49971,118.1623
22328,68.73289,118.1634
13934,64.68471,118.1635
1924,71.14183,118.1643
21982,67.2104,118.1644
904,66.79412,118.1678
18861,68.98262,118.1685
6884,67.20098,118.1746
21551,68.32296,118.1762
539,68.12343,118.1774
4622,67.63969,118.1787
16017,65.83352,118.1788
16046,70.39729,118.1795
2465,65.07859,118.1795
6684,68.15554,118.1801
23086,68.37362,118.1811
